MouseID,DYRK1A_C,ITSN1_C,BDNF_C,NR2A_C,pAKT_C,pCAMKII_C,pELK_C,pERK_C,pJNK_C,PKCA_C,pMEK_C,pNR1_C,pNR2A_C,pNR2B_C,pPKCAB_C,pRSK_C,AKT_C,BRAF_C,CAMKII_C,ELK_C,ERK_C,GSK3B_C,JNK_C,MEK_C,TRKA_C,RSK_C,CTNNB1_C,SOD1_C,MTOR_C,pMTOR_C,RCAN1_C,AMPKA_C,NR2B_C,pNUMB_C,RAPTOR_C,TIAM1_C,pP70S6_C,NUMB_C,P70S6_C,pPKCG_C,CDK5_C,S6_C,RRP1_C,BAX_C,ARC_C,ERBB4_C,nNOS_C,GAD2_C,GluR4_C,CASP3_C,IL1B_C,P35_25_C,pCASP9_C,PSD95_C,Ubiquitin_C,pGSK3B_Tyr216_C,DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,CTNNB1_N,SOD1_N,MTOR_N,pMTOR_N,RCAN1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_S9_N,pPKCG_N,CDK5_N,S6_N,H3AcK9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,GFAP_N,GAD2_N,GluR3_N,GluR4_N,CASP3_N,IL1B_N,P35_25_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,APP_M,DYRK1A_M,ITSN1_M,TIAM1_M,NR1_M,NR2A_M,NR2B_M,pNR1_M,pNR2A_M,pNR2B_M,GluR3_M,GluR4_M,pGluR2_M,BDNF_M,NUMB_M,pNUMB_M,TRKA_M,PSD95_M,SYP_M,SNCA_M,Genotype,Treatment,Behavior,class
365_2,1.1959,1.2802,0.3875,0.1969,0.3222,0.6857,0.8793,2.0689,0.5823,0.1313,0.4467,0.3446,0.271,1.1485,0.3732,0.2703,0.7271,0.2297,0.1224,0.0979,1.5151,1.0614,0.262,0.3508,0.579,0.1352,0.1296,0.9435,0.3816,0.4308,2.7812,0.5269,0.2213,0.3573,0.2303,0.8028,1.3251,0.1102,1.7129,0,1.0591,0.8045,0.2917,0.3894,0.3868,0.164,0.2736,0.4144,0.1263,0.2707,0.7763,0.1573,1.4133,0.166,0.3478,4.313,0.5872,0.8336,0.3121,2.2107,1.322,0.279,2.2097,0.2502,0.7581,0.4054,0.9341,0.201,0.3008,1.6398,1.5002,1.0183,0.4351,0.3585,0.4012,0.1327,0.1614,0.2066,0.2381,0.4696,0.7538,0.2196,0.4768,1.511,0.2464,0.1583,1.0823,0.4748,0.4823,0.654,0.9678,0.4123,0.6338,0.2998,0.2918,0.5526,0.8784,0.1312,1.1229,0.1517,2.2891,0.6282,0.6645,0.4393,0.51774,0.4602,0.3319,0.2733,0.2955,0.1893,0.2684,0.5461,0.3466,0.2491,0.6387,0.2553,1.5288,3.2365,0.1699,1.0084,2.087,0.2634,0.4337,0.8661,3.0147,0.4068,1.5885,1.4131,0.8033,1.1533,0.3606,0.759,0.4149,0.4374,0.3581,0.4433,0.438,0.646,0.6444,0.3884,2.9148,0.1433,Control,Memantine,S/C,CMS
365_3,1.2289,1.3308,0.3958,0.2002,0.3573,0.6927,0.8746,2.2548,0.5999,0.1319,0.4619,0.4148,0.323,1.2125,0.3592,0.285,0.7172,0.2307,0.1264,0.0969,1.5131,1.0619,0.2745,0.3583,0.5701,0.1433,0.1088,0.9476,0.4209,0.4756,2.783,0.5431,0.2658,0.3486,0.2395,0.8384,1.4589,0.1121,1.7482,0,1.0876,0.8411,0.279,0.4101,0.3172,0.1453,0.2857,0.4237,0.1294,0.2993,0.7894,0.1611,1.4253,0.1825,0.347,4.0206,0.5507,0.7999,0.2794,2.2322,1.2509,0.2623,2.1361,0.2421,0.6897,0.3999,0.838,0.1979,0.2858,1.5655,1.3933,0.9687,0.3892,0.3472,0.3779,0.1227,0.1518,0.194,0.2249,0.4394,0.7227,0.2127,0.4582,1.4558,0.2364,0.1635,1.0297,0.4448,0.4519,0.6171,0.9867,0.3962,0.6071,0.2915,0.2876,0.547,0.8485,0.1282,1.0613,0.1428,2.2313,0.6119,0.6618,0.4072,0.53354,0.4648,0.3188,0.2662,0.2741,0.1673,0.2713,0.5409,0.3288,0.2382,0.6309,0.2612,1.4435,3.1233,0.168,0.987,2.1038,0.2506,0.4178,0.7467,3.0537,0.4062,1.6183,1.4432,0.8089,1.1726,0.3302,0.7605,0.4181,0.4288,0.3506,0.4476,0.4479,0.6334,0.6403,0.3804,2.9372,0.124,Control,Memantine,S/C,CMS
365_4,1.237,1.1695,0.3328,0.1703,0.326,0.6355,0.8069,1.9115,0.571,0.1312,0.4304,0.3217,0.2414,0.984,0.3647,0.2046,0.7491,0.244,0.1305,0.0934,1.4471,1.0028,0.2593,0.3397,0.5746,0.1538,0.1076,0.952,0.3665,0.4084,2.2363,0.5313,0.1901,0.3261,0.2191,0.6683,1.266,0.0931,1.8828,0,0.8695,0.7569,0.2401,0.3275,0.2519,0.1206,0.2179,0.3508,0.1115,0.2328,0.7361,0.1408,1.2654,0.1569,0.2748,3.7683,0.5585,0.7996,0.2876,2.4568,1.2157,0.3509,2.0052,0.2428,0.7777,0.4273,0.9524,0.2083,0.3081,1.6263,1.4719,0.9708,0.4442,0.3592,0.4104,0.138,0.1715,0.2174,0.2318,0.4354,0.7095,0.2314,0.4394,1.4628,0.2352,0.1926,1.0699,0.4564,0.5175,0.683,1.2386,0.393,0.7159,0.3091,0.2994,0.5492,0.9291,0.1279,1.1263,0.1542,2.3086,0.6104,0.6611,0.4973,0.547966667,0.4933,0.3415,0.2688,0.289,0.2119,0.3021,0.5628,0.3511,0.2731,0.7478,0.2942,1.5349,3.2612,0.1505,1.0479,2.1123,0.2559,0.4689,1.0747,3.0722,0.4238,1.6802,1.4413,1.1023,1.1511,0.4965,1.0225,0.4359,0.4635,0.4058,0.4372,0.4689,0.6701,0.6555,0.3946,2.7361,0.1336,Control,Memantine,S/C,CMS
365_5,1.2544,1.2093,0.3417,0.1866,0.3371,0.6607,0.8537,1.9266,0.5958,0.1334,0.4424,0.3419,0.2291,1.061,0.3558,0.2077,0.7456,0.2415,0.1339,0.1043,1.4548,1.0473,0.2555,0.3393,0.5574,0.1618,0.1243,0.9715,0.3752,0.4261,2.2147,0.5181,0.2059,0.338,0.2328,0.6961,1.3098,0.0992,1.9541,0,0.9124,0.7645,0.2359,0.3166,0.2525,0.1282,0.2263,0.3571,0.129,0.2452,0.735,0.1343,1.2886,0.1653,0.2985,3.9286,0.5603,0.7938,0.3005,2.3277,1.2351,0.3304,2.0547,0.2591,0.8022,0.4382,0.9694,0.2068,0.316,1.6534,1.494,0.9862,0.4392,0.3599,0.4055,0.1448,0.1763,0.2014,0.2317,0.4356,0.742,0.234,0.4792,1.5067,0.2621,0.2051,1.0524,0.4626,0.5189,0.6713,1.1709,0.4063,0.6713,0.3111,0.3044,0.565,0.9132,0.1336,1.1476,0.152,2.3077,0.6008,0.6298,0.4812,0.532775,0.4826,0.3458,0.2784,0.2984,0.209,0.2962,0.5493,0.3794,0.2587,0.6623,0.2638,1.4064,3.2699,0.1538,1.0481,2.1223,0.2578,0.4609,0.9074,3.0665,0.4386,1.7201,1.4411,1.1162,1.1978,0.4861,1.0295,0.4423,0.4874,0.3998,0.4369,0.4844,0.6658,0.6852,0.4057,2.8359,0.1402,Control,Memantine,S/C,CMS
365_6,1.2575,1.218,0.3511,0.1993,0.3302,0.6592,0.8184,2.1084,0.5695,0.1305,0.442,0.3976,0.2834,1.0738,0.3397,0.235,0.745,0.243,0.1268,0.0996,1.458,1.0344,0.2664,0.3457,0.5704,0.1498,0.1274,0.9531,0.4266,0.4477,2.1719,0.5172,0.2873,0.3214,0.235,0.6969,1.498,0.1007,1.8649,0,0.9121,0.7882,0.2284,0.3368,0.2605,0.1285,0.235,0.3504,0.1328,0.2393,0.7433,0.144,1.2305,0.1653,0.2834,3.7271,0.6023,0.8271,0.2962,2.414,1.2044,0.3145,2.0339,0.2583,0.8242,0.4327,0.9438,0.1964,0.3009,1.5632,1.4022,0.965,0.4004,0.3485,0.4006,0.1364,0.1683,0.1996,0.2203,0.4091,0.7061,0.2206,0.4607,1.4331,0.2456,0.2047,1.0928,0.4427,0.4972,0.6391,1.1984,0.4131,0.6477,0.3017,0.3074,0.5632,0.8945,0.1314,1.149,0.1501,2.3239,0.6354,0.644,0.4855,0.5348,0.482,0.3828,0.2763,0.2907,0.2142,0.2991,0.5519,0.3874,0.281,0.6739,0.2558,1.3792,3.3086,0.1542,1.0785,2.1706,0.2734,0.4325,0.7521,2.9609,0.4174,1.6514,1.4207,1.0807,1.1521,0.4399,0.9747,0.4117,0.428,0.3433,0.4162,0.4725,0.6062,0.6294,0.3881,2.7248,0.1186,Control,Memantine,S/C,CMS
365_7,1.2528,1.1857,0.3283,0.1744,0.3552,0.6212,0.8981,1.9245,0.5434,0.1408,0.4477,0.3403,0.2473,0.9682,0.3482,0.2038,0.7773,0.257,0.1329,0.0965,1.4245,1.0411,0.2591,0.3549,0.5871,0.1612,0.1289,0.9961,0.3946,0.4217,2.2234,0.5292,0.2213,0.3201,0.2401,0.6399,1.4994,0.0946,1.7937,0,0.9069,0.7501,0.2342,0.3244,0.2597,0.1186,0.2048,0.3444,0.1014,0.2283,0.8046,0.1363,1.2204,0.1583,0.2719,3.9054,0.6098,0.8415,0.317,2.5648,1.1914,0.3198,2.042,0.272,0.8138,0.453,1.1655,0.2193,0.3084,1.7016,1.518,0.9914,0.4777,0.3738,0.435,0.1551,0.1903,0.2325,0.1879,0.4238,0.7409,0.2546,0.4145,1.5123,0.2605,0.2023,1.077,0.485,0.5745,0.7437,1.4648,0.4225,0.7964,0.3302,0.3058,0.6035,1.0164,0.1333,1.1058,0.17,2.3193,0.6458,0.6848,0.5028,0.50414,0.5053,0.3985,0.288,0.3185,0.2455,0.3395,0.5813,0.3815,0.3038,0.7108,0.2699,1.3685,3.3958,0.1825,1.0618,2.2293,0.2908,0.5514,1.1474,3.0472,0.4673,1.6806,1.716,1.0054,1.1281,0.3462,0.9496,0.4502,0.4995,0.4014,0.4105,0.4561,0.6586,0.6758,0.4057,2.5177,0.1404,Control,Memantine,S/C,CMS
365_8,1.3187,1.2096,0.3298,0.1799,0.3606,0.6243,0.8869,2.0323,0.6061,0.1411,0.4574,0.4163,0.2526,1.096,0.3219,0.2232,0.7892,0.2609,0.1357,0.1,1.4694,1.0625,0.2649,0.3454,0.6013,0.1652,0.1399,1.011,0.4135,0.4583,2.2429,0.5586,0.2653,0.3358,0.2485,0.6859,1.583,0.1015,1.9136,0,0.9778,0.7808,0.2566,0.3409,0.2631,0.1202,0.2227,0.3586,0.1121,0.2455,0.8056,0.1464,1.2237,0.1667,0.3141,3.8359,0.6245,0.858,0.3171,2.5577,1.1647,0.3669,2.0222,0.2809,0.8563,0.4795,1.0989,0.2092,0.3058,1.6477,1.4849,0.9682,0.4388,0.3801,0.4247,0.1543,0.1873,0.2381,0.1846,0.4208,0.7252,0.2421,0.4269,1.4984,0.2794,0.2034,1.0668,0.4771,0.5635,0.7108,1.3649,0.419,0.7078,0.3241,0.3234,0.5994,0.9636,0.1364,1.1645,0.1741,2.42,0.6731,0.664,0.4772,0.50414,0.5288,0.4089,0.2983,0.3176,0.2391,0.3383,0.5908,0.4089,0.3019,0.7149,0.2669,1.3718,3.4901,0.1893,1.1108,2.294,0.2923,0.5272,1.0085,3.0389,0.4585,1.6581,1.6949,1.0117,1.065,0.4095,0.9931,0.4665,0.4867,0.4042,0.4116,0.4595,0.6486,0.7055,0.4111,2.5809,0.1613,Control,Memantine,S/C,CMS
365_9,1.3604,1.2247,0.3294,0.1807,0.3412,0.6206,0.9081,2.0462,0.5698,0.1326,0.4303,0.443,0.3554,1.1029,0.3143,0.2232,0.8186,0.2446,0.1362,0.0976,1.4342,1.0129,0.2784,0.3315,0.5963,0.1549,0.1234,0.948,0.3919,0.4653,2.1849,0.559,0.3556,0.3265,0.2252,0.7153,1.6764,0.0988,1.8446,0,0.9095,0.7468,0.2483,0.3417,0.2611,0.1264,0.2153,0.3348,0.1101,0.2306,0.7921,0.1513,1.2143,0.1637,0.2788,3.5418,0.6187,0.8394,0.3052,2.5164,1.1707,0.313,2.046,0.2659,0.7738,0.4471,1.0368,0.2051,0.29,1.6555,1.4637,0.9603,0.4308,0.3688,0.4061,0.1511,0.191,0.2357,0.1772,0.4126,0.7233,0.2444,0.4151,1.4532,0.2574,0.2014,1.0811,0.4741,0.5473,0.7212,1.3703,0.4071,0.7093,0.3244,0.303,0.6085,0.9731,0.1311,1.1351,0.1686,2.3373,0.6587,0.6778,0.4546,0.50414,0.5129,0.3978,0.293,0.3057,0.2412,0.3345,0.5962,0.3925,0.299,0.6715,0.2499,1.3037,3.4033,0.1834,1.0488,2.3192,0.2902,0.4935,0.9306,3.0188,0.4361,1.6281,1.6927,0.9911,1.0266,0.3751,0.9901,0.4293,0.4653,0.3714,0.3886,0.4742,0.6463,0.6609,0.3912,2.5128,0.1309,Control,Memantine,S/C,CMS
50810A_1,1.0516,1.2484,0.4446,0.3974,0.5487,7.3013,0.6392,5.4124,0.9964,0.1078,0.9253,0.504,0.3866,1.5533,0.4401,0.2957,1.0206,0.2031,0.1452,0.1386,2.0887,1.2091,0.3876,0.4479,0.5565,0.224,0.1277,0.6761,0.4313,0.6879,2.2832,0.6793,0.40126,1.0555,0.349,0.6171,1.0144,0.1135,1.9289,0,1.2084,1.047,0.181,0.3757,0.2691,0.1265,0.2528,0.5984,0.1615,0.2324,0.4529,0.1294,1.1764,0.1776,0.3764,4.4162,0.6277,0.9064,0.3532,2.8778,2.8849,0.399,4.5765,0.3086,0.848,0.7686,1.4241,0.3005,0.4652,2.0899,2.8783,1.5331,0.6874,0.528,0.5175,0.1918,0.2108,0.1992,0.3172,0.6378,0.911,0.2915,0.564,1.9868,0.353,0.2038,1.5481,0.3349,0.528,0.8074,0.9878,0.5182,0.8168,0.4606,0.3868,0.6024,1.2758,0.1642,1.7296,0.2045,5.0053,0.8328,1.2069,0.2825,0.4951,0.5405,0.367,0.2949,0.3697,0.2092,0.3347,0.6993,0.4269,0.256,0.6562,0.3071,1.6727,3.9668,0.1816,1.1245,2.4148,0.2842,0.408,0.6628,2.0072,0.5241,0.698,0.7312,0.514,0.7534,0.2418,0.8425,0.4017,0.5289,0.3916,0.4181,0.3661,0.9836,0.4345,0.2317,2.1349,0.1946,Control,Saline,C/S,CSC
50810A_10,1.2394,1.208,0.3537,0.4531,0.4643,6.987,0.5931,5.1575,0.9222,0.0934,0.8119,0.52,0.4051,1.5814,0.4422,0.2959,0.9971,0.2276,0.1679,0.1536,1.7042,1.1632,0.4186,0.403,0.6058,0.1589,0.0983,0.7871,0.4417,0.7265,2.3309,0.6004,0.40126,0.9491,0.2431,0.6177,1.045,0.0983,1.792,0,1.0633,0.8671,0.1989,0.3122,0.2576,0.1343,0.203,0.442,0.1416,0.2326,0.5683,0.1212,0.9868,0.1552,0.2822,4.0055,0.6039,0.8603,0.3151,2.7399,2.1601,0.3281,6.7565,0.2709,0.9276,0.7501,1.4333,0.3058,0.5221,1.9796,2.6997,1.2627,0.6905,0.4875,0.5587,0.2563,0.262,0.1999,0.3282,0.5028,0.8566,0.3607,0.6504,2.2624,0.3012,0.1865,1.1914,0.4343,0.6508,0.9184,1.2568,0.4433,0.9452,0.4932,0.3123,0.5771,1.8078,0.1449,1.5428,0.1712,5.3552,0.712,1.0312,0.2327,0.5245,0.4776,0.4017,0.2779,0.3454,0.187,0.351,0.6039,0.4114,0.2735,0.7696,0.2986,1.6141,3.6911,0.1666,1.0578,2.3293,0.2652,0.4616,0.7087,2.1732,0.6663,0.7165,0.7451,0.4902,0.7461,0.3858,1.0266,0.5197,0.7854,0.5482,0.4518,0.2894,0.939,0.5118,0.2224,1.7441,0.18641,Control,Saline,C/S,CSC
50810A_11,1.1602,1.1928,0.3566,0.3974,0.4773,7.0673,0.5771,4.9297,0.9242,0.107,0.7915,0.5395,0.3857,1.6486,0.4267,0.2609,1.0033,0.234,0.1663,0.1454,1.743,1.1137,0.4242,0.4526,0.6093,0.1534,0.1107,0.7455,0.4455,0.7417,2.2554,0.6307,0.40126,0.9528,0.2495,0.6134,1.1057,0.1012,1.8054,0,1.1511,0.8761,0.1946,0.3108,0.2436,0.1139,0.2074,0.4197,0.1311,0.2273,0.6389,0.1161,1.0463,0.1493,0.309,3.9714,0.639,0.8692,0.325,2.7769,2.1207,0.3546,6.2466,0.2846,0.9722,0.7477,1.4957,0.2974,0.5191,1.946,2.6495,1.2691,0.6398,0.487,0.957,0.2505,0.2578,0.2359,0.3205,0.4925,0.8258,0.3512,0.6363,1.9865,0.2917,0.1785,1.1946,0.4479,0.6398,0.9042,1.2394,0.4724,0.946,0.4782,0.3576,0.5844,1.7825,0.1442,1.6296,0.1691,5.5729,0.7597,1.0034,0.2376,0.4941,0.4799,0.3994,0.2823,0.3466,0.1776,0.353,0.6211,0.4164,0.2727,0.821,0.3071,1.6762,3.7248,0.1731,1.0248,2.3473,0.2715,0.423,0.7302,2.0803,0.5817,0.6881,0.7899,0.5341,0.7442,0.3081,1.07,0.4902,0.6564,0.5397,0.45,0.3259,1.0373,0.507,0.2232,1.7414,0.1867,Control,Saline,C/S,CSC
50810A_12,1.2214,1.1882,0.3585,0.394,0.4866,6.8281,0.5973,5.1544,0.964,0.1003,0.7864,0.6108,0.4976,1.661,0.4252,0.3185,0.9931,0.2508,0.1796,0.1416,1.6812,1.0696,0.4405,0.4786,0.5672,0.1421,0.097,0.7087,0.4972,0.7751,2.1645,0.6469,0.40126,0.8661,0.2483,0.6702,1.2217,0.1057,1.8765,0,1.0665,0.923,0.1977,0.3062,0.2756,0.1239,0.2164,0.4456,0.1216,0.2237,0.6042,0.1133,1.063,0.1645,0.3166,3.8264,0.6357,0.9057,0.3218,2.8961,2.1084,0.4026,6.2204,0.2812,1.0058,0.7863,1.5087,0.2952,0.5181,1.9132,2.6705,1.2659,0.6219,0.5062,1.0525,0.2483,0.2572,0.2353,0.311,0.4883,0.8296,0.3488,0.6348,2.0725,0.3,0.2258,1.2345,0.4342,0.6467,0.9034,1.236,0.4862,0.9208,0.4789,0.26,0.6343,1.7395,0.1533,1.6442,0.179,5.5565,0.755,1.0548,0.2468,0.5204,0.5264,0.4202,0.3024,0.3534,0.1833,0.3552,0.61,0.4294,0.2823,0.7996,0.3101,1.6372,3.6777,0.1708,1.0525,2.4466,0.2718,0.477,0.8018,2.2809,0.6629,0.7712,0.8427,0.6149,0.7589,0.334,1.2104,0.5066,0.7099,0.5598,0.4423,0.3218,1.1175,0.5587,0.2462,1.9898,0.2217,Control,Saline,C/S,CSC
50810A_13,1.8222,1.7398,0.5386,0.5168,0.7201,6.9441,0.8767,6.6051,1.3585,0.1084,0.846,0.5533,0.3845,1.5893,0.4107,0.4213,1.2886,0.2476,0.1763,0.1677,1.7758,1.1814,0.4324,0.4136,0.6834,0.2421,0.1044,0.7764,0.4706,0.7302,3.1944,0.8767,0.40126,0.9412,0.3411,0.8064,1.1323,0.1422,2.7874,0,1.5136,1.2073,0.2912,0.4766,0.3722,0.1914,0.3162,0.6505,0.1989,0.3684,0.5116,0.121,0.9553,0.2345,0.4523,5.5454,0.651,0.8529,0.331,2.801,1.9989,0.3511,6.9068,0.2869,0.9681,0.7571,1.4371,0.3182,0.6153,2.0208,2.7087,1.2733,0.7623,0.4771,0.5821,0.3033,0.2965,0.2304,0.3695,0.4918,0.9121,0.4053,0.7148,2.5963,0.2975,0.1928,1.1758,0.5098,0.7254,1.0289,1.4762,0.4675,1.0245,0.5239,0.3183,0.5523,1.9689,0.1444,1.4307,0.2029,5.0211,0.7471,0.9063,0.2304,0.5727,0.5262,0.4505,0.2829,0.3329,0.1954,0.3794,0.6141,0.4422,0.291,0.8627,0.3141,1.5611,3.7176,0.1808,1.1432,2.2869,0.2915,0.4354,0.7523,2.2805,0.7183,0.7664,0.8556,0.5669,0.8439,0.3474,1.1045,0.5434,0.8192,0.6021,0.4812,0.2617,0.9202,0.5915,0.2371,1.7371,0.1573,Control,Saline,C/S,CSC
50810A_14,1.7614,1.7165,0.5348,0.5109,0.7091,7.1099,0.8594,6.6223,1.457,0.115,0.7824,0.5715,0.3831,1.6091,0.401,0.3882,0.9708,0.2518,0.1688,0.1632,1.7162,1.1509,0.4335,0.4285,0.6618,0.1975,0.1286,0.7336,0.4818,0.7712,3.0778,0.9065,0.40126,0.9389,0.3485,0.8332,1.1363,0.1466,3.0239,0,1.4144,1.2139,0.282,0.4899,0.365,0.1952,0.3037,0.641,0.1997,0.3493,0.5702,0.1304,0.9892,0.2147,0.4331,5.5849,0.6484,0.8947,0.341,2.8732,1.9664,0.3624,6.6201,0.2976,0.9733,0.7736,1.5115,0.3124,0.5849,1.9822,2.7561,1.2493,0.7165,0.5103,0.7682,0.3115,0.2955,0.2441,0.3589,0.4902,0.8936,0.3979,0.7324,2.5394,0.3084,0.1919,1.1987,0.5208,0.7285,1.0132,1.4595,0.4615,1.0164,0.53,0.3371,0.5842,1.9666,0.146,1.5518,0.1997,5.1428,0.7537,0.9507,0.2456,0.5334,0.5373,0.4706,0.291,0.3464,0.1798,0.3918,0.6256,0.4475,0.2951,0.8653,0.3244,1.5812,3.9176,0.1889,1.2022,2.3489,0.3047,0.5089,0.8785,2.5367,0.7253,0.8557,1.0304,0.6861,0.8747,0.3911,1.3051,0.6519,0.9076,0.7342,0.5405,0.3759,1.081,0.5911,0.2696,1.8848,0.2595,Control,Saline,C/S,CSC
50810A_15,1.8017,1.8039,0.5282,0.4247,0.7355,6.7781,0.9174,7.1112,1.4358,0.1098,0.7776,0.6248,0.4709,1.5873,0.3953,0.4237,1.0506,0.2713,0.1898,0.1533,1.646,1.1011,0.4171,0.5046,0.6286,0.2194,0.1751,0.7553,0.5427,0.8108,3.2111,0.8978,0.40126,0.8548,0.3246,0.8693,1.1941,0.1397,3.2682,0,1.5642,1.2524,0.3058,0.4823,0.3772,0.2074,0.3306,0.6627,0.1518,0.3764,0.6051,0.1308,1.0022,0.2404,0.4298,5.6529,0.6432,0.8824,0.3474,2.8639,2.0254,0.3622,6.4595,0.3046,0.9828,0.7859,1.5524,0.3167,0.6028,2.0065,2.756,1.2972,0.696,0.4828,0.8981,0.2974,0.3011,0.2677,0.3647,0.4947,0.9184,0.4012,0.7184,2.5875,0.3068,0.2062,1.2136,0.5163,0.7305,0.9886,1.4589,0.486,1.0049,0.5342,0.4136,0.5699,1.9575,0.1452,1.5741,0.1823,5.0566,0.7635,0.9449,0.2549,0.5431,0.5423,0.4648,0.2958,0.3465,0.1924,0.3853,0.6272,0.4365,0.2972,0.863,0.3165,1.5593,3.7955,0.1873,1.2554,2.3959,0.2913,0.5718,0.9413,2.4994,0.7353,0.8652,0.9713,0.6342,0.8464,0.3883,1.3233,0.5705,0.8752,0.6779,0.4944,0.372,1.0487,0.618,0.2622,1.9139,0.2497,Control,Saline,C/S,CSC
50810A_2,1.01,1.1473,0.431,0.3763,0.5439,7.2164,0.6403,5.0211,0.9798,0.0993,0.8813,0.5114,0.4149,1.5768,0.4432,0.2844,0.9415,0.1999,0.1385,0.1359,2.0688,1.2084,0.3951,0.4266,0.5593,0.2054,0.1241,0.6812,0.4401,0.721,2.1954,0.6908,0.40126,1.0481,0.3218,0.5983,1.0553,0.1094,1.9217,0,1.112,0.9596,0.1798,0.3736,0.2718,0.1287,0.253,0.5648,0.1554,0.2549,0.4476,0.1292,1.2507,0.1852,0.3817,4.0553,0.6292,0.8994,0.3452,2.8615,2.7608,0.3843,4.3043,0.2999,0.8807,0.7412,1.368,0.2792,0.4443,1.9546,2.7899,1.4396,0.5913,0.5064,0.4804,0.1763,0.1948,0.2092,0.2883,0.5897,0.8667,0.2723,0.5334,1.8472,0.3437,0.1925,1.5154,0.3111,0.5044,0.7687,0.9604,0.5088,0.7548,0.4273,0.4232,0.6056,1.1936,0.1629,1.717,0.1942,4.8934,0.8449,1.2046,0.275,0.4365,0.5369,0.3576,0.2857,0.3692,0.1985,0.3291,0.6903,0.4016,0.2658,0.6236,0.3117,1.6759,3.9735,0.1806,1.1553,2.3771,0.2744,0.4086,0.6197,1.9878,0.512,0.7085,0.7226,0.5313,0.7471,0.2764,0.8571,0.3794,0.5214,0.3766,0.4142,0.3677,0.9944,0.4316,0.2308,2.2083,0.1989,Control,Saline,C/S,CSC
50810A_3,1.0718,1.2338,0.4351,0.3704,0.5377,7.1969,0.6347,4.862,0.9612,0.1003,0.893,0.5759,0.4916,1.7174,0.4292,0.3076,0.9846,0.2178,0.1455,0.1408,2.0649,1.1772,0.3971,0.4803,0.5849,0.2173,0.1079,0.6539,0.4898,0.7638,2.0691,0.6764,0.40126,1.0051,0.3124,0.6458,1.1248,0.1079,1.9286,0,1.1861,0.971,0.1886,0.359,0.2737,0.1234,0.2424,0.5681,0.1464,0.2388,0.4937,0.126,1.2846,0.1847,0.3574,4.0839,0.5771,0.8827,0.3261,2.7136,2.6966,0.3872,4.1833,0.2796,0.87,0.7224,1.3241,0.273,0.4327,1.8801,2.7197,1.4643,0.5673,0.4951,0.4755,0.1729,0.1906,0.1994,0.2784,0.5762,0.8613,0.2585,0.5136,1.7438,0.3462,0.1922,1.4771,0.3021,0.4852,0.7348,0.9261,0.492,0.7124,0.4193,0.3813,0.5777,1.1487,0.1577,1.6666,0.181,4.714,0.8349,1.1738,0.2751,0.3632,0.5108,0.3458,0.284,0.3573,0.1747,0.3127,0.6716,0.3895,0.2534,0.6511,0.3069,1.6697,3.819,0.1694,1.1135,2.351,0.2608,0.3986,0.6353,2.0208,0.5164,0.7048,0.7382,0.5444,0.7865,0.3565,0.8865,0.3773,0.5053,0.3792,0.4382,0.4304,0.9821,0.4401,0.2377,2.2324,0.1802,Control,Saline,C/S,CSC
50810A_4,1.0675,1.2203,0.4077,0.4018,0.5443,6.9196,0.6194,5.1165,0.9641,0.1065,0.8175,0.495,0.3556,1.4893,0.4231,0.2988,0.9332,0.209,0.1479,0.1394,1.8357,1.1284,0.3787,0.4146,0.5392,0.1944,0.1229,0.7163,0.4146,0.6896,2.2084,0.6653,0.40126,0.9109,0.3091,0.6063,1.0439,0.1092,1.8409,0,1.1743,0.9565,0.1822,0.3584,0.296,0.1339,0.2385,0.5476,0.1612,0.2309,0.5256,0.1218,1.0755,0.1679,0.362,4.327,0.6378,0.9529,0.354,3.0533,2.6048,0.3799,6.1071,0.3074,0.9912,0.7941,1.486,0.3054,0.4832,2.0724,2.8296,1.4101,0.6992,0.537,0.5016,0.2102,0.2294,0.1997,0.3121,0.57,0.8364,0.3279,0.5812,2.0882,0.3589,0.2075,1.4289,0.3682,0.5858,0.8372,1.1065,0.5107,0.8701,0.4687,0.3561,0.6545,1.565,0.1671,1.8462,0.1964,5.4934,0.8205,1.228,0.2557,0.5481,0.5297,0.3995,0.3061,0.3669,0.1979,0.36,0.6767,0.4541,0.2623,0.7218,0.3006,1.7414,4.3089,0.1687,1.1323,2.5275,0.2846,0.4609,0.6801,2.0981,0.5727,0.7472,0.8441,0.5006,0.823,0.2634,0.9043,0.4478,0.5963,0.4528,0.436,0.4006,1.0161,0.4503,0.2342,2.123,0.1963,Control,Saline,C/S,CSC
